Title,Body,Labels,Milestone
DPL-MIR-001: Deployments list screen with pagination and tenant filter,"
As Mira, I want a list of all BPMN deployments with name, deploy time, tenant, and a delete action, so that I can see what's been pushed to the engine.

**Note — canonical List archetype (MN-8 resolution):** Story 9.1's shape is the canonical ""List screen"" archetype for v1. Stories 10.1, 11.1, 12.1, 13.1, 14.1, and 15.1 MUST copy its structure verbatim (same four-state contract, same `⋮` action menu pattern, same URL/query-param convention, same skeleton component, same Pattern P-002 wiring) — drift between list screens is a code-review block. If a future requirement demands divergence beyond row content, an explicit ""Extract `<ListScreen>` archetype"" story is added to Epic 17 instead.

**Acceptance Criteria:**

**Given** the user navigates to `/deployments`
**When** the route loader calls `api.listDeployments({size:50, sort:'deployTime', order:'desc', tenantId})`
**Then** the screen renders four states (loading skeleton → ErrorBox → ""No records."" empty → DataTable)
**And** each row shows id (mono), name, deploy time (`fmtTime`), tenant, with a `⋮` action menu
**And** the action menu has `Delete (cascade)` and `Delete (no cascade)` options
**And** the URL stays as `/deployments` on filter changes (no params yet — handled in 0.0.3)
**And** the empty state pulls its copy from the `empty-states.ts` registry (Story 17.5), not an inline literal.","type:user-story,state:backlog,area:dpl,release:0.0.2",0.0.2
DPL-MIR-002: Upload BPMN deployment via multipart form,"
As Mira, I want a ""Upload"" button on the Deployments screen that lets me pick a `.bpmn` file from disk and deploy it, so that I don't have to use the modeler or curl. Per FR-11.

**Acceptance Criteria:**

**Given** the user is on `/deployments`
**When** the user clicks the ""Upload"" button, picks a `.bpmn` or `.bpmn20.xml` file, and submits the modal
**Then** `api.deployBpmn(filename, fileContents)` is called (multipart POST to `/repository/deployments`)
**And** on success, a toast appears with ""Deployed: <id>"" and the list reloads
**And** on failure, the modal stays open with `ErrorBox` showing the verbatim engine message (Pattern P-003).","type:user-story,state:backlog,area:dpl,release:0.0.2",0.0.2
DPL-MIR-003: Delete deployment with confirmation,"
As Mira, I want to delete a deployment with a confirmation step (and explicit ""cascade"" choice), so that I don't accidentally remove production data.

**Acceptance Criteria:**

**Given** a deployment is listed (Story 9.1)
**When** the user picks `Delete` from the row action menu
**Then** a confirmation modal appears with the deployment id + name + a ""cascade"" checkbox (default off)
**And** clicking Confirm calls `api.deleteDeployment(id, cascade)`
**And** on success, the row disappears from the list and a toast appears
**And** on failure, an error toast surfaces the verbatim engine message.","type:user-story,state:backlog,area:dpl,release:0.0.2",0.0.2
DPL-MIR-004: Process Definitions list with suspend/activate,"
As Mira, I want to see all process definitions and toggle their suspend state per row, so that I can pause buggy ones without redeploying. Per FR-14.

**Acceptance Criteria:**

**Given** the user navigates to `/definitions`
**When** the route loader calls `api.listProcessDefinitions({size:50, sort:'name', tenantId})`
**Then** each row shows name, key, version, tenant, suspended status (badge), with a `Suspend` / `Activate` toggle action
**And** clicking the toggle calls `api.suspendProcessDefinition(id, suspend)` and updates the badge optimistically
**And** on failure, the badge reverts and an error toast surfaces.","type:user-story,state:backlog,area:dpl,release:0.0.2",0.0.2
DPL-MIR-005: View process definition XML (deep link to BPMN modeler),"
As Mira, I want a ""View XML"" or ""Open in modeler"" action on a definition that loads its BPMN into the modeler in read-only or edit mode, so that I can inspect or modify it without copy-pasting. Per FR-14, FR-36.

**Acceptance Criteria:**

**Given** a definition is listed (Story 9.4)
**When** the user picks `Open in modeler` from the row action menu
**Then** the app navigates to `/bpmn?definitionId=<id>`
**And** the BPMN modeler loader picks up the search param, calls `api.getProcessDefinitionResource(id)`, and imports the XML
**And** the modeler shows the current XML loaded with the dropdown set to the chosen definition.","type:user-story,state:backlog,area:dpl,release:0.0.2",0.0.2
DPL-MIR-006: List deployment resources on detail page,"
As Mira, I want to see every resource bundled inside a deployment (BPMN files, DMN files, forms, other artifacts) on the deployment detail page with per-resource download, so that I can audit what got pushed and recover individual files without re-uploading. Per FR-13.

**Acceptance Criteria:**

**Given** a deployment is listed (Story 9.1) and the user navigates to `/deployments/:id`
**When** the route loader calls `api.listDeploymentResources(deploymentId)` against `/repository/deployments/{id}/resources`
**Then** the screen renders the four canonical states (loading / error / ""No resources."" empty / DataTable)
**And** each row shows the resource name, content type, with a `Download` action
**And** clicking `Download` fetches `/repository/deployments/{id}/resourcedata/{resourceName}` and saves the file to disk preserving the original filename
**And** the API Inspector logs every call.

---","type:user-story,state:backlog,area:dpl,release:0.0.2",0.0.2
RUN-MIR-001: List running process instances with tenant filter,"
As Mira, I want to see all running instances of all definitions, sorted by start time descending, so that I can spot what's active and triage. Per FR-15.

**Acceptance Criteria:**

**Given** the user navigates to `/instances`
**When** the route loader calls `api.listProcessInstances({size:50, sort:'startTime', order:'desc', tenantId})`
**Then** each row shows id (mono), definition key, started (`fmtTime`), state (active / suspended / ended badge), business key
**And** four canonical states render per Pattern P-002
**And** clicking a row navigates to `/instances/:id`.","type:user-story,state:backlog,area:run,release:0.0.2",0.0.2
RUN-MIR-002: Start a process instance from a definition,"
As Mira, I want a ""Start instance"" button on the Process Definitions screen (or directly from Instances) that lets me enter a business key and initial variables, so that I can kick off a new run. Per FR-16.

**Acceptance Criteria:**

**Given** a list of process definitions exists
**When** the user clicks ""Start instance"" and enters definition key, business key, and JSON variables in the modal
**Then** `api.startProcessInstance({processDefinitionKey, businessKey, variables})` is called
**And** on success, the modal closes, a toast confirms, and the user is navigated to `/instances/:id` of the new instance
**And** on failure, the modal stays open with `ErrorBox` (Pattern P-003).","type:user-story,state:backlog,area:run,release:0.0.2",0.0.2
RUN-MIR-003: Cancel running instance with optional reason,"
As Mira, I want to cancel a running instance with an optional `deleteReason` so that the audit trail records why I stopped it. Per FR-17.

**Acceptance Criteria:**

**Given** an instance is visible on `/instances` or `/instances/:id`
**When** the user picks `Cancel` from the action menu, optionally types a delete reason, and confirms
**Then** `api.deleteProcessInstance(id, reason)` is called
**And** on success, the instance is marked ended in the list (reload) and a toast confirms
**And** the delete reason appears in the historic instance record (verified by `api.listHistoricInstances`).","type:user-story,state:backlog,area:run,release:0.0.2",0.0.2
RUN-MIR-004: Read instance variables on detail page,"
As Mira, I want to see the variables a running process instance carries (name, type, scope, value), so that I can understand the state the workflow is operating on — and so that the variable-edit flow (Story 19.1, 19.2) has a list to act against. Per FR-18.

**Acceptance Criteria:**

**Given** the user navigates to `/instances/:id` (instance detail page)
**When** the route loader calls `api.listInstanceVariables(id)` against `GET /runtime/process-instances/{id}/variables`
**Then** the page renders a Variables panel with columns: name (mono), type (badge — `string` / `boolean` / `integer` / `double` / `json` / `null`), scope (`global` / `local`), value (mono, JSON-pretty-printed when type is `json`)
**And** the four canonical states render per Pattern P-002 (loading skeleton → ErrorBox with verbatim engine message → ""No variables."" empty → table)
**And** the row actions column has an `Edit` action wired to Story 19.1's edit modal in milestone 0.0.3 (in 0.0.2 the action is a placeholder rendering ""available in 0.0.3"" tooltip)
**And** the API Inspector logs the call via Pattern P-001.

---","type:user-story,state:backlog,area:run,release:0.0.2",0.0.2
RUN-MIR-005: Tasks list with assignee filter,"
As Mira, I want a list of tasks filterable by assignee (me / unassigned / all), so that I can see what's mine to work on. Per FR-20.

**Acceptance Criteria:**

**Given** the user navigates to `/tasks?assignee=me`
**When** the route loader calls `api.listTasks({size:50, assignee: currentUser})`
**Then** each row shows task name, assignee, process instance id, due date (`fmtDue`), priority
**And** changing the search param to `?assignee=all` removes the filter
**And** task counts appear as nav-badge counts in the Sidebar (`api.listTasks({size:0})` for total).","type:user-story,state:backlog,area:run,release:0.0.2",0.0.2
RUN-MIR-006: Claim and complete a task,"
As Mira, I want to claim an unassigned task and complete it with one click each, so that I can work through my queue. Per FR-21.

**Acceptance Criteria:**

**Given** an unassigned task is listed
**When** the user clicks `Claim`
**Then** `api.taskAction(taskId, 'claim', { assignee: currentUser })` is called and the task moves into the user's queue (refresh)
**And** clicking `Complete` calls `api.taskAction(taskId, 'complete')` and the task disappears from the active list
**And** failures surface as error toasts with verbatim engine message.","type:user-story,state:backlog,area:run,release:0.0.2",0.0.2
RUN-MIR-007: Render task form via `/form/form-data`,"
As Mira, I want to see the task's form when I open the task detail, so that I can fill it in instead of completing blindly. Per FR-22.

**Acceptance Criteria:**

**Given** a task with a form definition exists
**When** the user navigates to `/tasks/:id`
**Then** `api.getTaskForm(taskId)` is called and the form fields are rendered (input, select, textarea per the form data shape)
**And** submitting the form calls `api.submitTaskForm(taskId, properties)` which also completes the task
**And** validation errors from the engine surface inline in the form (using the engine's verbatim message).","type:user-story,state:backlog,area:run,release:0.0.2",0.0.2
RUN-MIR-008: Delegate and resolve task actions,"
As Mira, I want `Delegate` and `Resolve` actions in addition to claim/complete, so that I can hand off a task or mark it done after a delegation. Per FR-21.

**Acceptance Criteria:**

**Given** a task is open on `/tasks/:id`
**When** the user picks `Delegate` and enters a target user
**Then** `api.taskAction(taskId, 'delegate', { assignee: target })` is called
**And** when the user picks `Resolve` on a delegated task back to themselves
**Then** `api.taskAction(taskId, 'resolve')` is called
**And** the engine's response state is reflected in the task row immediately.","type:user-story,state:backlog,area:run,release:0.0.2",0.0.2
RUN-MIR-009: Unclaim a task,"
As Mira, I want an `Unclaim` action on a task I've previously claimed, so that I can release it back to the unassigned queue when I realize someone else should handle it. Per FR-21 (completes the 5-action enumeration: claim / complete / delegate / resolve / **unclaim**).

**Acceptance Criteria:**

**Given** the user has a claimed task on `/tasks/:id` (current assignee = current user)
**When** the user picks `Unclaim` from the task action menu
**Then** `api.taskAction(taskId, 'unclaim')` is called (`/runtime/tasks/{id}` with body `{action: 'unclaim'}`)
**And** on success, the task assignee clears and the task disappears from the user's queue (refresh `/tasks?assignee=me`)
**And** the action is only visible when the task is currently assigned to the requesting user (no unclaim option for tasks assigned to others).

---","type:user-story,state:backlog,area:run,release:0.0.2",0.0.2
JOB-MIR-001: Jobs screen with three tabs,"
As Mira, I want a Jobs screen split into Executable / Timer / Dead-letter tabs, so that I can find failing jobs without digging through all jobs. Per FR-24.

**Acceptance Criteria:**

**Given** the user navigates to `/jobs?type=executable`
**When** the route loader calls `api.listJobs({size:50, withException: type === 'executable'})`
**Then** the tab shows the right list with id, retries, exception flag (badge), due date
**And** clicking `?type=timer` calls `api.listTimerJobs(...)`
**And** clicking `?type=deadletter` calls `api.listDeadLetterJobs(...)`
**And** the tab selection is in the URL search param (deep-linkable).","type:user-story,state:backlog,area:job,release:0.0.2",0.0.2
JOB-MIR-002: Execute job on demand,"
As Mira, I want to manually execute a job (e.g. after a fix) so that I don't have to wait for the next async cycle. Per FR-25.

**Acceptance Criteria:**

**Given** a job is listed on `/jobs`
**When** the user clicks `Execute now`
**Then** `api.executeJob(jobId)` is called
**And** on success, the job disappears from the list (executed) — refresh
**And** on failure, an error toast surfaces with verbatim message.","type:user-story,state:backlog,area:job,release:0.0.2",0.0.2
JOB-MIR-003: Move dead-letter job back to executable,"
As Mira, I want to retry a dead-letter job by moving it back to the executable queue, so that I can recover after fixing the root cause. Per FR-26.

**Acceptance Criteria:**

**Given** a dead-letter job is listed on `/jobs?type=deadletter`
**When** the user clicks `Move to executable`
**Then** `api.moveDeadLetterJob(jobId)` is called
**And** on success, the job leaves the dead-letter tab and appears in the executable tab on refresh.","type:user-story,state:backlog,area:job,release:0.0.2",0.0.2
JOB-MIR-004: Inspect job exception stacktrace,"
As Mira, I want to see the verbatim stacktrace of a failed job, so that I can diagnose what went wrong without searching server logs. Per FR-27.

**Acceptance Criteria:**

**Given** a job with an exception is listed
**When** the user expands the job row or opens detail
**Then** `api.jobStacktrace(jobId)` is called with `raw: true` (text response)
**And** the stacktrace is rendered in a monospace `<pre>` block with copy-to-clipboard
**And** the stacktrace is shown verbatim (no truncation; reasonable scrollable area for long traces).

---","type:user-story,state:backlog,area:job,release:0.0.2",0.0.2
HST-MIR-001: Historic process instances list,"
As Mira, I want a list of completed/ended process instances, so that I can audit past work. Per FR-28.

**Acceptance Criteria:**

**Given** the user navigates to `/history?type=instances`
**When** the route loader calls `api.listHistoricInstances({size:50, sort:'endTime', order:'desc'})`
**Then** each row shows id, definition key, started, ended, duration (`fmtMs`)
**And** clicking a row navigates to `/instances/:id` (which shows historic + runtime in a unified detail view).","type:user-story,state:backlog,area:hst,release:0.0.2",0.0.2
HST-MIR-002: Historic activity instances per instance,"
As Mira, I want to see the audit trail of which activities ran for a specific instance, in order, so that I can trace what happened. Per FR-28.

**Acceptance Criteria:**

**Given** the user is on an instance detail page
**When** they switch to the History tab (or the History section of the detail page)
**Then** `api.listHistoricActivities({processInstanceId: id, size:200})` is called
**And** each activity is listed with type, name, started, ended, duration, assignee (if applicable)
**And** the list is sorted by start time ascending.","type:user-story,state:backlog,area:hst,release:0.0.2",0.0.2
HST-MIR-003: Historic variable + task instances tabs,"
As Mira, I want to see variable changes and tasks across history for a given instance, so that I can audit what data flowed and who acted. Per FR-28.

**Acceptance Criteria:**

**Given** the user is on `/history?type=variables` or `/history?type=tasks`
**When** the route loader calls the corresponding wrapper (`listHistoricVariables`, `listHistoricTasks`)
**Then** rows show variable/task with their context (instance id, name, value/type for variables; assignee/completion for tasks)
**And** filtering by `processInstanceId` is supported via search param.

---","type:user-story,state:backlog,area:hst,release:0.0.2",0.0.2
IDT-MIR-001: List users with pagination,"
As Mira, I want a list of all Flowable users with their basic info, so that I can see who can access the system. Per FR-30.

**Acceptance Criteria:**

**Given** the user navigates to `/identity`
**When** the route loader calls `api.listUsers({size:50})`
**Then** each row shows id, first/last name, email, with action `View groups`
**And** four canonical states render per Pattern P-002.","type:user-story,state:backlog,area:idt,release:0.0.2",0.0.2
IDT-MIR-002: List groups + view group members,"
As Mira, I want to see all groups and (per-group) the users who belong, so that I can audit access.

**Acceptance Criteria:**

**Given** the user navigates to `/identity` with the ""Groups"" tab
**When** the route loader calls `api.listGroups({size:50})`
**Then** each group row shows id, name, type
**And** clicking a group navigates to `/identity/groups/:id` which lists the members.","type:user-story,state:backlog,area:idt,release:0.0.2",0.0.2
IDT-MIR-003: Add user to group (write op),"
As Mira, I want to grant a user membership in a group from the Identity screen, so that I don't have to use curl for membership management. Per FR-30.

**Acceptance Criteria:**

**Given** a user detail or group detail page exists
**When** the user clicks ""Add to group"" and picks a target group (or ""Add user"" on a group and picks a user)
**Then** `api.addUserToGroup(userId, groupId)` is called
**And** on success, the group/user appears in the list immediately + toast confirms.","type:user-story,state:backlog,area:idt,release:0.0.2",0.0.2
IDT-MIR-004: Tenants screen + chrome tenant cycle,"
As Mira (operating a multi-tenant Flowable engine), I want a dedicated Tenants screen listing every distinct tenant the engine knows about, plus a tenant-cycle control in the chrome that scopes every screen to a single tenant, so that I can audit and operate per tenant without re-typing the tenant id on every filter. Per FR-31.

**Acceptance Criteria:**

**Given** flowable-rest 7.2.0 does NOT expose `/identity/tenants` (verified in compat.md)
**When** `api.listTenants()` derives distinct tenant ids by paging `/repository/deployments?size=200` and collecting `tenantId` values (per the existing api.js workaround documented in CLAUDE.md)
**Then** the user navigates to `/tenants` and sees a list of tenant ids with their deployment count (loading / error / ""No tenants."" empty / DataTable)
**And** the chrome Topbar shows a tenant-cycle dropdown (next to the connection pill) populated from the same derivation
**And** picking a tenant in the dropdown writes `flowatch.connection.v1.tenantId` and reloads route loaders so every list reflects the chosen scope
**And** picking ""All tenants"" clears the tenant filter
**And** the derivation is cached for 60 seconds (avoid hammering `/repository/deployments` on every chrome render).

---","type:user-story,state:backlog,area:idt,release:0.0.2",0.0.2
MDL-MIR-001: List DMN decisions + DMN deployments,"
As Mira, I want to see all deployed decision tables/decisions, so that I can verify what business rules are live. Per FR-33.

**Acceptance Criteria:**

**Given** the user is on a DMN-aware screen (e.g. `/dmn` or under it)
**When** `api.listDecisions({size:50, base: dmnBase()})` is called per Pattern P-004
**Then** each row shows key, name, version, tenant
**And** the URL is `/dmn` (the modeler) — list panel could be a sidebar within the modeler or a separate `/decisions` route (one-of, decided at implementation time).","type:user-story,state:backlog,area:mdl,release:0.0.2",0.0.2
MDL-MIR-002: Deploy DMN file (multipart),"
As Mira, I want to upload a `.dmn` file similarly to BPMN deploys, so that I can ship decision-table updates the same way as process updates. Per FR-33.

**Acceptance Criteria:**

**Given** the user clicks ""Deploy DMN"" on the DMN screen
**When** they pick a `.dmn` file and confirm
**Then** `api.deployDmn(filename, contents)` is called (multipart against `dmnBase()`)
**And** on success, a toast confirms with the deployment id
**And** the decisions list reloads.","type:user-story,state:backlog,area:mdl,release:0.0.2",0.0.2
MDL-MIR-003: Execute a decision with input variables,"
As Mira, I want to run a decision-table with sample inputs (without involving a process instance), so that I can test the rules in isolation. Per FR-33.

**Acceptance Criteria:**

**Given** a decision is listed
**When** the user clicks ""Test execute"" and provides JSON input variables in a modal
**Then** `api.executeDecision({ decisionKey, inputVariables })` is called
**And** the output is rendered in a result panel with the matched rules + output variables
**And** the call appears in the API Inspector as a `POST /dmn-rule/execute`.","type:user-story,state:backlog,area:mdl,release:0.0.2",0.0.2
MDL-MIR-004: DMN decision execution history,"
As Mira, I want a history view of every rule execution (inputs, outputs, hit policy, timing), so that I can audit how decisions ran for any given process. Per FR-57.

**Acceptance Criteria:**

**Given** the user navigates to a History panel scoped to DMN
**When** `api.listDmnHistoryExecutions({size:50, decisionKey?, processInstanceId?})` is called against `/dmn-api/dmn-history/historic-decision-executions`
**Then** each row shows decision key, instance id, started, evaluation duration, hit policy
**And** clicking a row expands to show input + output variables verbatim.

---","type:user-story,state:backlog,area:mdl,release:0.0.2",0.0.2
MDL-SYS-001: Migrate BpmnModeler to TSX with vanilla bpmn-js wrapping,"
As a maintainer, I want the BPMN modeler component to be TS-typed, so that the modeler's event-bus + element selection logic is checked. Per ADR-001 + Pattern P-006.

**Acceptance Criteria:**

**Given** existing `src/modeler.jsx` has a working `BpmnModeler` component
**When** the file is migrated to `src/modeler/BpmnModeler.tsx`, the bpmn-js types are imported from `bpmn-js/lib/Modeler` typing, and the event-bus callbacks (`selection.changed`, `commandStack.changed`) have explicit types
**Then** the modeler still works in `npm run dev` (load existing definition, edit, save)
**And** `npx tsc --noEmit` passes for the file
**And** Pattern P-006 is referenced in a comment
**And** the modeler chrome (toolbar, dropdown, deploy button row) reads `--row-h` / `--pad-x` / `--pad-y` from the active `data-density` (compact / regular / comfy) so toolbar heights match the rest of the app — verified by toggling density in TweaksPanel and observing the toolbar resize without canvas remount (per UX Q-5).","type:user-story,state:backlog,area:mdl,release:0.0.2",0.0.2
MDL-MIR-005: Load deployed BPMN into the modeler,"
As Mira, I want to pick a deployed definition from a dropdown in the BPMN modeler and have its XML loaded for editing, so that I can iterate on existing process definitions. Per FR-36.

**Acceptance Criteria:**

**Given** the user is on `/bpmn` or `/bpmn?definitionId=<id>`
**When** the modeler component mounts and (a) reads the `definitionId` search param OR (b) the user picks from the dropdown populated by `api.listProcessDefinitions`
**Then** `api.getProcessDefinitionResource(id)` is called and the XML is imported via `modeler.importXML()`
**And** the canvas zooms-to-fit
**And** the ""Deploy"" button is enabled (the modeler tracks dirty state for re-deploy hint)
**And** the definition-picker dropdown row height honors the active `data-density` (compact / regular / comfy), matching the design system per UX Q-5.","type:user-story,state:backlog,area:mdl,release:0.0.2",0.0.2
"MDL-MIR-006: ""New from scratch"" + deploy edited model","
As Mira, I want to start a new BPMN from a blank starter and deploy it without leaving the modeler, so that the modeler is a complete authoring loop. Per FR-37.

**Acceptance Criteria:**

**Given** the user is on `/bpmn` with no `definitionId` param
**When** they click ""New from scratch"", the modeler loads `BLANK_BPMN_XML`
**And** when they edit + click `Deploy`, the modeler exports XML and calls `api.deployBpmn(filename, xml)`
**And** on success, the user is offered to ""Open the deployed definition"" (which navigates with the new `definitionId`)
**And** the ""New from scratch"" + ""Deploy"" button heights and the deploy-result toast paddings honor the active `data-density`, matching the rest of the app's button vocabulary per UX Q-5.","type:user-story,state:backlog,area:mdl,release:0.0.2",0.0.2
MDL-MIR-007: Same shape for DMN modeler (load / new / deploy),"
As Mira, I want the DMN modeler experience to mirror the BPMN modeler (load existing decision, new from scratch, deploy via multipart), so that I'm not learning two different workflows. Per FR-34.

**Acceptance Criteria:**

**Given** Story 16.3 establishes the BPMN authoring loop
**When** `src/modeler/DmnModeler.tsx` is implemented with the same lifecycle but using dmn-js + `dmnBase()` (Pattern P-004)
**Then** the DMN modeler loads decisions via `api.getDmnResource(deploymentId, resourceId)`
**And** deploys via `api.deployDmn(filename, xml)`
**And** uses `LOAN_DMN_XML` as the starter for ""new from scratch""
**And** the DMN modeler chrome (toolbar, dropdown, decision-table editor handles) honors the active `data-density` consistently with the BPMN modeler (Stories 16.1–16.3), so toggling density in TweaksPanel rescales both modelers identically per UX Q-5.

---","type:user-story,state:backlog,area:mdl,release:0.0.2",0.0.2
"DSY-SYS-001: Extract `styles.css` into `styles/{tokens,components,index}.css`","
As a maintainer, I want the monolithic `styles.css` split into `tokens.css` (CSS variables per look × theme × density), `components.css` (`.btn`, `.tbl`, `.badge`, etc.), and `index.css` (imports + global resets), so that the file is more navigable. Per the post-rebuild source tree in architecture §5.

**Acceptance Criteria:**

**Given** existing `src/styles.css` works end-to-end
**When** the file is split into the three target files under `src/styles/`, preserving every variable name and class hook verbatim (ADR-005 ""preserve verbatim"" rule)
**Then** `npm run dev` renders identically in all 3 looks × 2 themes × 3 densities
**And** no class hook is renamed (regression test: a `grep -rE '\.(btn|tbl|badge|kpi|panel|ep-chip|seg-btn)\b'` count matches before and after).","type:user-story,state:backlog,area:dsy,release:0.0.2",0.0.2
DSY-MIR-001: Wire TweaksPanel keyboard shortcut + palette icon,"
As Mira, I want Ctrl+Shift+T to toggle the TweaksPanel (Look / Theme / Density / Accent), so that I can quickly try different visual modes. Per FR-42.

**Acceptance Criteria:**

**Given** the existing TweaksPanel logic in `src/tweaks-panel.tsx`
**When** the global `keydown` listener catches Ctrl+Shift+T and dispatches `window.postMessage({type:'__activate_edit_mode'})`
**Then** the panel toggles visibility
**And** clicking the palette icon in the Topbar does the same
**And** changes persist to localStorage and are restored on reload.","type:user-story,state:backlog,area:dsy,release:0.0.2",0.0.2
DSY-MIR-002: WCAG AA verification across 8 look × theme combinations,"
As Mira (operator with accessibility needs), I want all 8 look × theme combinations to meet WCAG AA contrast, so that the UI is legible in every variant. Per NFR-16.

**Acceptance Criteria:**

**Given** the design system has 8 combinations (3 looks × 2 themes, with shared density tokens)
**When** a manual audit pass evaluates `--fg` on `--bg`, `--fg-soft` on `--bg`, `--fg-mute` on `--bg`, and `--accent-fg` on `--accent` for every combination
**Then** every pair meets WCAG AA contrast (4.5:1 minimum for body text, 3:1 for large text)
**And** any failing pair is documented in `docs/a11y-audit-2026-MM.md` with a fix plan
**And** an open issue is filed for any fix not done in this story (and tagged `area:design-system`, `area:tests`).","type:user-story,state:backlog,area:dsy,release:0.0.2",0.0.2
DSY-SYS-002: Snapshot baseline per look × theme × density (Pattern P-007 enforcement),"
As a maintainer, I want one Playwright snapshot per look × theme × density (18 baselines) of the Dashboard, so that theming regressions surface immediately. Per NFR-23.

**Acceptance Criteria:**

**Given** Playwright is wired (Epic 2)
**When** `e2e/visual/dashboard-themes.spec.ts` iterates over the 3×2×3=18 combinations and snapshots `/` for each
**Then** `npx playwright test --update-snapshots` produces 18 baselines
**And** subsequent runs assert against the baselines
**And** changing one CSS variable in a single combination's `:root` block fails exactly one snapshot (proving the snapshots are sensitive to drift).","type:user-story,state:backlog,area:dsy,release:0.0.2",0.0.2
DSY-MIR-003: Empty-state copy registry (`src/lib/empty-states.ts`),"
As Mira, I want every ""No records."" empty-state in the app to carry a screen-specific copy (e.g. ""No deployments yet. Upload one from the toolbar."") sourced from a single registry, so that empty states feel intentional rather than templated. Per UX §13 deliverable.

**Acceptance Criteria:**

**Given** screens render an empty state when `data.length === 0` (Pattern P-002 four-state baseline)
**When** `src/lib/empty-states.ts` exports a typed registry mapping each screen key (`'deployments' | 'definitions' | 'instances' | 'tasks' | 'jobs' | 'history' | 'identity-users' | 'identity-groups' | 'tenants' | 'dmn-decisions' | 'attachments' | 'subscriptions' | 'batches'`) to `{ title, body, ctaLabel?, ctaHref? }`
**Then** every screen's empty-state component reads from the registry (no inline literal copy in screen files)
**And** a tsc-checked exhaustiveness assertion ensures every screen key has an entry (adding a screen forces adding its empty copy)
**And** the empty-state component renders the CTA only when `ctaLabel` is present (e.g. Deployments empty links to the Upload modal; History empty has no CTA).

---","type:user-story,state:backlog,area:dsy,release:0.0.2",0.0.2
I18N-MIR-001: Add keyboard-navigation Playwright assertions,"
As Mira (keyboard user), I want every screen reachable and operable via keyboard only, so that I'm not blocked by missing focus management.

**Acceptance Criteria:**

**Given** every screen is routable (Epic 3)
**When** `e2e/a11y/keyboard.spec.ts` walks Tab through each screen and asserts: focus order matches visual order, no keyboard traps in modals, Escape closes modal/drawer/dropdown
**Then** the test passes on every screen
**And** focus ring is visible (CSS `:focus-visible` rule asserted via screenshot per Story 17.4).","type:user-story,state:backlog,area:i18n,release:0.0.2",0.0.2
I18N-MIR-002: Add ARIA assertions to forms + tables + status pills,"
As a screen-reader user, I want every interactive element to have appropriate ARIA, so that I can navigate the app via assistive technology. Per NFR-17.

**Acceptance Criteria:**

**Given** Playwright is wired
**When** `e2e/a11y/aria.spec.ts` asserts: icon-only buttons have `aria-label`, tables use `<th scope=""col"">` + `aria-sort`, status pills include screen-reader-only context (""Status: active""), modals have `role=""dialog""` + `aria-labelledby`
**Then** the test passes on every screen with such elements.","type:user-story,state:backlog,area:i18n,release:0.0.2",0.0.2
I18N-SYS-001: Visual snapshot per screen × per look (lighter than 17.4),"
As a maintainer, I want one visual snapshot per screen in `editorial / light / regular`, so that screen-level regressions surface (independent of the look-combination matrix from 17.4). Per NFR-23.

**Acceptance Criteria:**

**Given** every screen is routable
**When** `e2e/visual/per-screen.spec.ts` snapshots each of the 11 screens in the default look × theme × density
**Then** 11 baselines exist
**And** changing any screen's structure breaks the corresponding snapshot.","type:user-story,state:backlog,area:i18n,release:0.0.2",0.0.2
I18N-MIR-003: Keyboard cheatsheet modal (`?`),"
As Mira (keyboard user), I want a modal listing every global keyboard shortcut Flowatch supports, opened with the `?` key, so that I can discover navigation and command shortcuts without reading the README. Per UX §11.

**Acceptance Criteria:**

**Given** the user has focus anywhere outside a text input or contenteditable element
**When** the user presses `Shift+/` (the `?` key)
**Then** a modal opens listing every registered shortcut: global navigation (`g d` Dashboard, `g i` Instances, `g t` Tasks, etc.), TweaksPanel toggle (`Ctrl+Shift+T`), modal close (`Esc`), and the cheatsheet itself (`?`)
**And** the modal is grouped by category (Navigation / Tweaks / Modals) and each row shows the key combo (rendered in `<kbd>` tags) + the action
**And** the modal traps focus (Tab cycles within it), closes on `Esc`, and is documented as the canonical place to register new shortcuts (a `src/lib/shortcuts.ts` registry feeds both the listener and the modal — no parallel source of truth).

---","type:user-story,state:backlog,area:i18n,release:0.0.2",0.0.2
RUN-MIR-010: Edit a variable on a running instance,"
As Mira, I want to edit a variable's value on a running instance (e.g. unstick a workflow waiting on a wrong input), so that I can recover without restarting the process. Per FR-19.

**Acceptance Criteria:**

**Given** an instance detail page shows the variables list
**When** the user clicks ""Edit"" on a variable row, changes the value, picks a type, and saves
**Then** `api.updateInstanceVariables(instanceId, [{name, value, type, scope: 'local'}])` is called (PUT with array body — verified live in compat.md)
**And** on success, the variables list reloads and reflects the change
**And** the API Inspector logs the call.","type:user-story,state:backlog,area:run,release:0.0.3",0.0.3
RUN-MIR-011: Add and delete a variable,"
As Mira, I want to add a new variable to a running instance (or delete one), so that I can patch in missing state.

**Acceptance Criteria:**

**Given** the variables list on instance detail
**When** the user clicks ""Add variable"", enters name + value + type
**Then** the same PUT endpoint is called to add it
**And** clicking ""Delete"" on a variable row calls `DELETE /runtime/process-instances/{id}/variables/{name}`
**And** both operations reload the list.","type:user-story,state:backlog,area:run,release:0.0.3",0.0.3
